molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL114286,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)CCC(C)(C(=O)O)O2,Full Agonist,6.8
CHEMBL446893,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2ccccc2)cc1)C(=O)O,Full Agonist,1.13
CHEMBL147721,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2ccc(C#C/C=C/COc3ccc(C[C@H](OCC)C(=O)O)cc3)cc2)cc1)C(=O)O,Full Agonist,0.11
CHEMBL345009,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2cccc(C#C/C=C/COc3ccc(C[C@H](OCC)C(=O)O)cc3)c2)cc1)C(=O)O,Full Agonist,1.65
CHEMBL144489,CCO[C@@H](Cc1ccc(OC/C=C(\C)c2ccc(-c3ccccc3)cc2)cc1)C(=O)O,Full Agonist,2.03
CHEMBL144112,CCO[C@@H](Cc1ccc(OC/C=C(\C)c2ccc(-c3ccc(/C(C)=C/COc4ccc(C[C@H](OCC)C(=O)O)cc4)cc3)cc2)cc1)C(=O)O,Full Agonist,0.32
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.16
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Agonist,29.3
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.97
CHEMBL148319,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)O)C[C@H]2C[C@H]1O,Full Agonist,7.91
CHEMBL119078,O=C(Nc1ccc(-c2cccc3cccnc23)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.3
CHEMBL420525,O=C(Nc1ccc(OCCc2ccccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,3.2
CHEMBL118206,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,1.3
CHEMBL119278,O=C(Nc1ccc(OCCc2cccs2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.7
CHEMBL119869,O=C(Nc1ccc(OCc2cccs2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.3
CHEMBL119798,CCOc1ccc(COc2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)cc1.[Li+],Full Agonist,0.7
CHEMBL119030,O=C(Nc1ccc(-c2ccco2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,1
CHEMBL118617,O=C(Nc1ccc(-c2ccsc2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.7
CHEMBL119646,CSCCOc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)[O-])c1.[Li+],Full Agonist,0.6
CHEMBL118852,CCOc1cccc(-c2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)c1.[Li+],Full Agonist,0.3
CHEMBL118972,Cc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)O)c1,Full Agonist,1.6
CHEMBL333890,O=C(Nc1ccc(OCCc2ccsc2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.8
CHEMBL325172,O=C(O)c1cccc(-c2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)c1.[Li+],Partial Agonist,100
CHEMBL118546,O=C(Nc1ccc(Oc2ccc([N+](=O)[O-])cn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.4
CHEMBL119111,O=C(Nc1ccc(Oc2cncc(Cl)n2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.45
CHEMBL330938,O=C(Nc1ccc(Oc2ncccc2[N+](=O)[O-])cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,0.4
CHEMBL1715,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,Full Agonist,7.6
CHEMBL40614,Cc1cc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1/C=C/C(=O)O,Full Agonist,2.7
CHEMBL843,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Full Agonist,0.73
CHEMBL123268,CCC/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Partial Agonist,100
CHEMBL416794,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1COc1ccc(OCC(=O)O)cc1,Full Agonist,9.8
CHEMBL37495,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1CSc1ccc(OCC(=O)O)cc1,Full Agonist,6.4
CHEMBL341105,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1cccnc1,Full Agonist,2.8
CHEMBL124790,C/C(=N\OCCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Partial Agonist,100
CHEMBL123749,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)nc1,Full Agonist,0.19
CHEMBL39894,Cc1cc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1CCC(=O)O,Full Agonist,4.2
CHEMBL289887,Cc1cc(SCc2oc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,1.61
CHEMBL125895,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccn2)cc1,Full Agonist,0.64
CHEMBL124421,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cn1,Full Agonist,1.1
CHEMBL125363,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccncc1,Full Agonist,7.9
CHEMBL123579,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccc1-c1ccccc1,Partial Agonist,100
CHEMBL125894,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2cccnc2)cc1,Full Agonist,0.8
CHEMBL288341,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(CCC(=O)O)cc1,Full Agonist,7.04
CHEMBL338211,O=C1NC(=O)C(Cc2ccc(OCCO/N=C/c3ccc(-c4ccccc4)cc3)cc2)S1,Partial Agonist,100
CHEMBL39687,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1COc1ccc(CCC(=O)O)cc1,Full Agonist,3.3
CHEMBL38508,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,Full Agonist,2
CHEMBL125176,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Full Agonist,0.4
CHEMBL121719,CC/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Full Agonist,1.6
CHEMBL123257,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccncc2)cc1,Full Agonist,1.6
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,0.85
CHEMBL338390,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccc1,Full Agonist,1.7
CHEMBL39129,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(CC(=O)O)cc1,Full Agonist,7.9
CHEMBL125177,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,2.8
CHEMBL125659,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1cccc(-c2ccccc2)c1,Full Agonist,0.33
CHEMBL176075,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCCC4)cc3Cl)cc2O1,Full Agonist,0.4
CHEMBL179622,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(CC(C)C)cc3Cl)cc2O1,Full Agonist,0.6
CHEMBL361166,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)C)cc3Cl)cc2O1,Full Agonist,1.2
CHEMBL435343,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1,Full Agonist,1
CHEMBL361424,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,Full Agonist,0.5
CHEMBL424957,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(F)cc3Cl)cc2O1,Full Agonist,3
CHEMBL179657,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCOCC4)cc3Cl)cc2O1,Partial Agonist,15.6
CHEMBL176222,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC5(CC4)CC5)cc3Cl)cc2O1,Full Agonist,0.5
CHEMBL367549,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(F)(F)F)cc3Cl)cc2O1,Full Agonist,1
CHEMBL179180,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,0.4
CHEMBL447190,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)(C)C)cc3Cl)cc2O1,Full Agonist,1
CHEMBL360240,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,3
CHEMBL360231,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC4CCC4)cc3Cl)cc2O1,Full Agonist,0.7
CHEMBL178659,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC(C)(C)CC4)cc3Cl)cc2O1,Full Agonist,1.4
CHEMBL178309,CC(C)c1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,Full Agonist,3
CHEMBL180019,CC(C)Cc1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,Full Agonist,0.5
CHEMBL367360,COc1ccc2c(c1)c(Cc1ccccc1OC(C)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.014
CHEMBL359476,COc1ccc2c(c1)c(Cc1cccc(OC(C)C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.019
CHEMBL179604,COc1ccc2c(c1)c(Cc1ccccc1OC(C)(C)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.012
CHEMBL181141,COc1ccc2c(c1)c(Cc1cccc(OC(C)(C)C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.019
CHEMBL181628,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3OC(C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.003
CHEMBL182100,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3O[C@H](C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.021
CHEMBL181937,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3O[C@@H](C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL179542,CCC(Oc1ccccc1Cc1c(C)n(C(=O)c2ccc(OC)cc2)c2ccc(OC(F)(F)F)cc12)C(=O)O,Full Agonist,0.006
CHEMBL361395,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3OC(C)(C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.05
CHEMBL435517,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OC(C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL179330,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL359548,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL367891,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCC4)cc3Cl)cc2O1,Full Agonist,0.7
CHEMBL178236,CCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O,Full Agonist,0.003
CHEMBL445921,CCCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O,Full Agonist,0.002
CHEMBL181554,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OC(C)(C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.006
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.023
CHEMBL179452,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCCC4)cc3Cl)cc2O1,Full Agonist,0.7
CHEMBL178909,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC5(CC4)CC5)cc3Cl)cc2O1,Full Agonist,1
CHEMBL360246,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,0.24
CHEMBL112725,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,0.17
CHEMBL180912,O=C(O)C1CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,3
CHEMBL182200,CC1(C)CCC(c2ccc(OCCCOc3ccc4c(c3)O[C@@](C)(C(=O)O)CC4)c(Cl)c2)CC1,Full Agonist,1
CHEMBL181219,COc1ccc2c(c1)c(Cc1cccc(C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.28
CHEMBL181087,COc1ccc2c(c1)c(Cc1ccccc1OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.191
CHEMBL178245,COc1ccc2c(c1)c(Cc1cccc(OCC(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,0.077
CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,Partial Agonist,500
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Partial Agonist,300
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,60
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.04
CHEMBL189547,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)cc1,Full Agonist,0.58
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,Full Agonist,0.8
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,Full Agonist,0.57
CHEMBL86658,CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,Full Agonist,0.17
CHEMBL189146,CC(C)O[C@@H](Cc1ccc(OCc2noc(-c3ccc(C(C)C)cc3)n2)cc1)C(=O)O,Full Agonist,0.004
CHEMBL82602,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Agonist,0.004
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,0.88
CHEMBL186179,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,Full Agonist,0.12
CHEMBL173159,CCCc1c(OCCCCOc2ccc(CC(C)(C)C(=O)O)cc2)ccc2c(-c3ccccc3)noc12,Full Agonist,0.02
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Agonist,0.01
CHEMBL410478,C/C(=C/C(=O)c1ccccc1)N[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,Full Agonist,0.0002
CHEMBL190517,CCCc1cc2c(oc(=O)n2C)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.64
CHEMBL364378,CCCc1cc2c(oc(=O)n2CC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.12
CHEMBL192636,CCCc1cc2c(oc(=O)n2CCC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.12
CHEMBL193082,CCCc1cc2c(oc(=O)n2C(C)C)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.14
CHEMBL364274,CCCc1cc2c(oc(=O)n2CC2CC2)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.33
CHEMBL192521,CCCc1cc2c(oc(=O)n2CC(F)(F)F)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.14
CHEMBL371778,CCCc1c(O[C@H](C(=O)O)c2ccc(C(C)C)cc2)c(Cl)cc2c1oc(=O)n2CC,Full Agonist,0.36
CHEMBL427530,CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccccc1,Full Agonist,0.39
CHEMBL191149,CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.39
CHEMBL191556,CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.43
CHEMBL365097,CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1,Full Agonist,0.37
CHEMBL189066,CCCc1cc(C(=O)CC)cc(C)c1OC(C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.197
CHEMBL426451,CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.36
CHEMBL370021,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1,Full Agonist,0.48
CHEMBL188751,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1,Full Agonist,0.18
CHEMBL187557,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,0.15
CHEMBL191275,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,0.5
CHEMBL191060,CCc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,Full Agonist,3.6
CHEMBL370054,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(CO)cc1,Partial Agonist,25.7
CHEMBL189116,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2cccs2)cc1,Full Agonist,1.6
CHEMBL426632,O=C(O)[C@H](Cc1ccccc1)Oc1ccc2ccccc2c1,Full Agonist,1.5
CHEMBL683,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,Partial Agonist,309
CHEMBL364254,CCC[C@@H](Oc1ccc2ccccc2c1)C(=O)O,Partial Agonist,12.5
CHEMBL366157,CCC[C@H](Oc1ccc2ccccc2c1)C(=O)O,Full Agonist,7.2
CHEMBL360420,CCC[C@@H](OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,Full Agonist,5.4
CHEMBL369890,CCC[C@H](OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,Full Agonist,8.9
CHEMBL190905,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(Cl)cc1,Partial Agonist,10.5
CHEMBL364748,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(Cl)cc1,Full Agonist,2.7
CHEMBL192518,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(C(F)(F)F)cc1,Full Agonist,0.9
CHEMBL371320,COc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,Partial Agonist,20.1
CHEMBL190368,CC(=O)c1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,Partial Agonist,12.4
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.039
CHEMBL192582,CC1(C(=O)O)Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL192638,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL363780,CC(C)(C)C1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL192609,O=C(O)C1(C(F)(F)F)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL190603,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL366145,CC(C)[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL192500,CCCc1cc(SC(F)(F)F)ccc1OCCCOc1ccc2c(c1)CC(CC)(C(=O)O)O2,Full Agonist,3
CHEMBL190968,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(C(C)(C)C)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL425725,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(SC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL190334,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(C)(C)C)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL189110,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL426269,CC(C)[C@@]1(C(=O)O)Cc2cc(OCCCOc3cc(C(F)(F)F)ccc3Cl)ccc2O1,Full Agonist,3
CHEMBL363006,CC(C)[C@@]1(C(=O)O)Cc2cc(OCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,Full Agonist,3
CHEMBL190739,CCCc1cc2c(OC)noc2c(CCC)c1OC(C)(C)C(=O)O,Full Agonist,1.1
CHEMBL190665,CCCc1cc(C(=O)CC)cc(CCC)c1OC(C)(C)C(=O)O,Full Agonist,1.3
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.02
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,100
CHEMBL371120,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccc2)cc1,Full Agonist,1.5
CHEMBL186179,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,Full Agonist,0.11
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.14
CHEMBL248906,CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,Full Agonist,0.425
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,100
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.022
CHEMBL370152,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,Full Agonist,0.055
CHEMBL373237,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccccc32)cc1,Full Agonist,0.013
CHEMBL372107,CCOc1cccc(Oc2c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c3ccccc23)c1,Full Agonist,0.233
CHEMBL426294,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)cc1,Full Agonist,0.161
CHEMBL198605,COc1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccccc32)cc1,Full Agonist,0.334
CHEMBL381889,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)cc1,Full Agonist,0.411
CHEMBL381865,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccc(Cl)cc32)cc1,Full Agonist,0.106
CHEMBL198207,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Cl)ccc32)cc1,Full Agonist,0.136
CHEMBL198266,CCOc1ccc2c(c1)c(Oc1cccc(C(F)(F)F)c1)c(C(=O)O)n2-c1ccc(C(C)(C)C)cc1,Full Agonist,0.034
CHEMBL198091,CC(C)COc1ccc2c(c1)c(Oc1cccc(C(F)(F)F)c1)c(C(=O)O)n2-c1ccc(C(C)(C)C)cc1,Full Agonist,0.091
CHEMBL198269,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Oc4ccc[nH]4)ccc32)cc1,Full Agonist,0.126
CHEMBL370443,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Oc4cc(C(F)(F)F)c[nH]4)ccc32)cc1,Full Agonist,0.006
CHEMBL199244,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Oc4cc(Cl)c[nH]4)ccc32)cc1,Full Agonist,0.002
CHEMBL197848,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cccnc32)cc1,Full Agonist,0.464
CHEMBL426105,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(-c4cc(C(F)(F)F)c[nH]4)cc3)c3cccnc32)cc1,Full Agonist,0.034
CHEMBL198623,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccc(Cl)nc32)cc1,Full Agonist,0.176
CHEMBL372091,COc1ccc2c(Oc3cccc(C(F)(F)F)c3)c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c2n1,Full Agonist,0.299
CHEMBL198493,COc1cccc(Oc2c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c3nc(Cl)ccc23)c1,Full Agonist,0.755
CHEMBL198365,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(-c4cc(C(F)(F)F)c[nH]4)c3)c3ccc(Cl)nc32)cc1,Full Agonist,0.095
CHEMBL321815,CCCc1c(OCCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12,Partial Agonist,10
