molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pEC50
CHEMBL166539,CCOC(Cc1ccc(OCCC2c3ccccc3-c3ccccc32)cc1)C(=O)O,Full Agonist,402.49,5.3002,1,3,6.30980392
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,361.825,3.5545,2,3,4.133712661
CHEMBL167378,CCOC(Cc1ccc(OCCNC2=Nc3ccccc3Sc3ccccc32)cc1)C(=O)O,Full Agonist,462.571,4.9303,2,6,5.008773924
CHEMBL167963,CCOC(Cc1ccc(OCCN2c3ccccc3CCc3ccccc32)cc1)C(=O)O,Full Agonist,431.532,5.0345,1,4,6.124938737
CHEMBL166637,CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccncc32)cc1)C(=O)O,Full Agonist,404.466,4.3007,1,5,7.958607315
CHEMBL112790,C[C@@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,Full Agonist,468.933,6.1485,1,5,5.119186408
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,Full Agonist,438.427,3.5381,2,5,6.096910013
CHEMBL111271,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,Full Agonist,508.586,6.9768,1,5,6.124938737
CHEMBL107991,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,Full Agonist,520.622,6.8463,1,6,6.050609993
CHEMBL111161,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,Full Agonist,525.041,7.4911,1,5,6.173925197
CHEMBL431450,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)CCC(C)(C(=O)O)O2,Full Agonist,490.596,6.8377,1,5,5.920818754
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,457.526,6.18052,1,5,6.055517328
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.698970004
CHEMBL324449,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2,Full Agonist,476.569,6.4476,1,5,6
CHEMBL112973,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3F)cc2O1,Full Agonist,466.505,6.0243,1,5,6
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,Full Agonist,408.472,2.6787,1,6,5.886056648
CHEMBL110071,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2,Full Agonist,490.596,6.8377,1,5,5.443697499
CHEMBL110743,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,Full Agonist,490.596,6.8377,1,5,6
CHEMBL109975,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)OC(C(=O)O)CC2,Full Agonist,476.569,6.4476,1,5,5.795880017
CHEMBL109638,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,Full Agonist,468.933,6.1485,1,5,7.096910013
CHEMBL111480,CC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,Full Agonist,468.933,6.1485,1,5,6.443697499
CHEMBL109731,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)CCC(C(=O)O)O2,Full Agonist,462.542,6.0575,1,5,5.552841969
CHEMBL323008,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)CCC(C(=O)O)O2,Full Agonist,476.569,6.4476,1,5,5.602059991
CHEMBL419756,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CCC)(C(=O)O)CC2,Full Agonist,504.623,7.2278,1,5,6.080921908
CHEMBL113324,CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,Full Agonist,568.688,6.2412,1,7,5.552841969
CHEMBL112725,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,500.95,6.6777,1,5,6.769551079
CHEMBL112725,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,500.95,6.6777,1,5,6.698970004
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,Full Agonist,419.477,5.0416,1,5,6.22184875
CHEMBL326273,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C(=O)O)CC2,Full Agonist,462.542,6.0575,1,5,5.13667714
CHEMBL326873,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,Full Agonist,482.96,6.5386,1,5,6.795880017
CHEMBL419019,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3)cc2O1,Partial Agonist,448.515,5.8852,1,5,5
CHEMBL109241,CC[C@@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,500.95,6.6777,1,5,5.301029996
CHEMBL114286,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)CCC(C)(C(=O)O)O2,Full Agonist,476.569,6.4476,1,5,5.167491087
CHEMBL446893,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2ccccc2)cc1)C(=O)O,Full Agonist,350.414,3.7055,1,3,5.946921557
CHEMBL147721,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2ccc(C#C/C=C/COc3ccc(C[C@H](OCC)C(=O)O)cc3)cc2)cc1)C(=O)O,Full Agonist,622.714,5.7244,2,6,6.958607315
CHEMBL345009,CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2cccc(C#C/C=C/COc3ccc(C[C@H](OCC)C(=O)O)cc3)c2)cc1)C(=O)O,Full Agonist,622.714,5.7244,2,6,5.782516056
CHEMBL144489,CCO[C@@H](Cc1ccc(OC/C=C(\C)c2ccc(-c3ccccc3)cc2)cc1)C(=O)O,Full Agonist,416.517,5.8681,1,3,5.692503962
CHEMBL144112,CCO[C@@H](Cc1ccc(OC/C=C(\C)c2ccc(-c3ccc(/C(C)=C/COc4ccc(C[C@H](OCC)C(=O)O)cc4)cc3)cc2)cc1)C(=O)O,Full Agonist,678.822,8.3826,2,6,6.494850022
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.795880017
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Agonist,323.805,3.66714,2,5,4.53313238
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,6.013228266
CHEMBL148319,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)O)C[C@H]2C[C@H]1O,Full Agonist,350.499,4.0721,3,3,5.101823517
CHEMBL119078,O=C(Nc1ccc(-c2cccc3cccnc23)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,443.215,1.8284,1,4,6.522878745
CHEMBL420525,O=C(Nc1ccc(OCCc2ccccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,437.208,0.6297,1,5,5.494850022
CHEMBL118206,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,410.142,0.1955,1,6,5.886056648
CHEMBL119278,O=C(Nc1ccc(OCCc2cccs2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,442.249,1.2962,1,5,6.15490196
CHEMBL119869,O=C(Nc1ccc(OCc2cccs2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,428.222,1.2537,1,5,6.522878745
CHEMBL119798,CCOc1ccc(COc2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)cc1.[Li+],Full Agonist,466.246,1.5909,1,5,6.15490196
CHEMBL119030,O=C(Nc1ccc(-c2ccco2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,382.128,0.8732,1,4,6
CHEMBL118617,O=C(Nc1ccc(-c2ccsc2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,398.196,1.3417,1,4,6.15490196
CHEMBL119646,CSCCOc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)[O-])c1.[Li+],Full Agonist,406.216,0.355,1,5,6.22184875
CHEMBL118852,CCOc1cccc(-c2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)c1.[Li+],Full Agonist,436.22,1.6789,1,4,6.522878745
CHEMBL118972,Cc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)O)c1,Full Agonist,324.163,4.25232,2,2,5.795880017
CHEMBL333890,O=C(Nc1ccc(OCCc2ccsc2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,442.249,1.2962,1,5,6.096910013
CHEMBL325172,O=C(O)c1cccc(-c2ccc(NC(=O)c3ccc(Cl)cc3Cl)c(C(=O)[O-])c2)c1.[Li+],Partial Agonist,436.176,0.9784,2,4,4
CHEMBL118546,O=C(Nc1ccc(Oc2ccc([N+](=O)[O-])cn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,454.151,0.7087,1,7,6.397940009
CHEMBL119111,O=C(Nc1ccc(Oc2cncc(Cl)n2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,444.587,0.8489,1,6,6.346787486
CHEMBL330938,O=C(Nc1ccc(Oc2ncccc2[N+](=O)[O-])cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],Full Agonist,454.151,0.7087,1,7,6.397940009
CHEMBL1715,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,Full Agonist,392.908,3.5814,1,5,5.119186408
CHEMBL40614,Cc1cc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1/C=C/C(=O)O,Full Agonist,433.451,6.12254,1,4,5.568636236
CHEMBL843,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Full Agonist,473.507,2.2027,3,8,6.13667714
CHEMBL123268,CCC/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Partial Agonist,488.609,5.8475,1,6,4
CHEMBL416794,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1COc1ccc(OCC(=O)O)cc1,Full Agonist,407.344,4.71122,1,5,5.008773924
CHEMBL37495,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1CSc1ccc(OCC(=O)O)cc1,Full Agonist,423.412,5.42452,1,5,5.193820026
CHEMBL341105,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1cccnc1,Full Agonist,385.445,2.7953,1,7,5.552841969
CHEMBL124790,C/C(=N\OCCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Partial Agonist,474.582,5.4574,1,6,4
CHEMBL123749,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)nc1,Full Agonist,461.543,4.4623,1,7,6.721246399
CHEMBL39894,Cc1cc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1CCC(=O)O,Full Agonist,435.467,6.04194,1,4,5.37675071
CHEMBL289887,Cc1cc(SCc2oc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,437.439,5.73294,1,5,5.793174124
CHEMBL125895,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccn2)cc1,Full Agonist,461.543,4.4623,1,7,6.193820026
CHEMBL124421,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cn1,Full Agonist,461.543,4.4623,1,7,5.958607315
CHEMBL125363,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccncc1,Full Agonist,385.445,2.7953,1,7,5.102372909
CHEMBL123579,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccc1-c1ccccc1,Partial Agonist,460.555,5.0673,1,6,4
CHEMBL125894,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2cccnc2)cc1,Full Agonist,461.543,4.4623,1,7,6.096910013
CHEMBL288341,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(CCC(=O)O)cc1,Full Agonist,421.44,5.73352,1,4,5.152427341
CHEMBL338211,O=C1NC(=O)C(Cc2ccc(OCCO/N=C/c3ccc(-c4ccccc4)cc3)cc2)S1,Partial Agonist,446.528,4.6772,1,6,4
CHEMBL39687,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1COc1ccc(CCC(=O)O)cc1,Full Agonist,405.372,5.26502,1,4,5.48148606
CHEMBL38508,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,Full Agonist,471.497,6.34054,1,5,5.698970004
CHEMBL125176,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Full Agonist,460.555,5.0673,1,6,6.397940009
CHEMBL121719,CC/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)cc1,Full Agonist,474.582,5.4574,1,6,5.795880017
CHEMBL123257,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccncc2)cc1,Full Agonist,461.543,4.4623,1,7,5.795880017
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,453.507,6.20144,1,5,6.070581074
CHEMBL338390,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccc1,Full Agonist,384.457,3.4003,1,6,5.769551079
CHEMBL39129,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(CC(=O)O)cc1,Full Agonist,407.413,5.34342,1,4,5.102372909
CHEMBL125177,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,385.445,2.7953,1,7,5.552841969
CHEMBL125659,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1cccc(-c2ccccc2)c1,Full Agonist,460.555,5.0673,1,6,6.48148606
CHEMBL176075,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCCC4)cc3Cl)cc2O1,Full Agonist,473.009,6.794,1,4,6.397940009
CHEMBL179622,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(CC(C)C)cc3Cl)cc2O1,Full Agonist,446.971,5.9448,1,4,6.22184875
CHEMBL361166,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)C)cc3Cl)cc2O1,Full Agonist,432.944,5.8697,1,4,5.920818754
CHEMBL435343,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1,Full Agonist,425.308,5.3997,1,4,6
CHEMBL361424,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,Full Agonist,474.859,5.6449,1,5,6.301029996
CHEMBL424957,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(F)cc3Cl)cc2O1,Full Agonist,408.853,4.8854,1,4,5.522878745
CHEMBL179657,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCOCC4)cc3Cl)cc2O1,Partial Agonist,474.981,5.6403,1,5,4.806875402
CHEMBL176222,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC5(CC4)CC5)cc3Cl)cc2O1,Full Agonist,499.047,7.1841,1,4,6.301029996
CHEMBL367549,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(F)(F)F)cc3Cl)cc2O1,Full Agonist,458.86,5.7651,1,4,6
CHEMBL179180,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,488.886,5.6874,1,5,6.397940009
CHEMBL447190,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)(C)C)cc3Cl)cc2O1,Full Agonist,446.971,6.0438,1,4,6
CHEMBL360240,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,474.859,5.2973,1,5,5.522878745
CHEMBL360231,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC4CCC4)cc3Cl)cc2O1,Full Agonist,460.954,5.5351,1,5,6.15490196
CHEMBL178659,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC(C)(C)CC4)cc3Cl)cc2O1,Full Agonist,501.063,7.4301,1,4,5.853871964
CHEMBL178309,CC(C)c1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,Full Agonist,418.917,5.4796,1,4,5.522878745
CHEMBL180019,CC(C)Cc1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,Full Agonist,432.944,5.5547,1,4,6.301029996
CHEMBL367360,COc1ccc2c(c1)c(Cc1ccccc1OC(C)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,477.944,5.74292,1,5,7.853871964
CHEMBL359476,COc1ccc2c(c1)c(Cc1cccc(OC(C)C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,477.944,5.74292,1,5,7.721246399
CHEMBL179604,COc1ccc2c(c1)c(Cc1ccccc1OC(C)(C)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,491.971,6.13302,1,5,7.920818754
CHEMBL181141,COc1ccc2c(c1)c(Cc1cccc(OC(C)(C)C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,491.971,6.13302,1,5,7.721246399
CHEMBL181628,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3OC(C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,8.522878745
CHEMBL182100,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3O[C@H](C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,7.677780705
CHEMBL181937,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3O[C@@H](C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,8.698970004
CHEMBL179542,CCC(Oc1ccccc1Cc1c(C)n(C(=O)c2ccc(OC)cc2)c2ccc(OC(F)(F)F)cc12)C(=O)O,Full Agonist,541.522,6.37822,1,6,8.22184875
CHEMBL361395,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3OC(C)(C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,541.522,6.37822,1,6,7.301029996
CHEMBL435517,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OC(C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,8.698970004
CHEMBL179330,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,8.698970004
CHEMBL359548,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,527.495,5.98812,1,6,8.698970004
CHEMBL367891,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCC4)cc3Cl)cc2O1,Full Agonist,444.955,6.0138,1,4,6.15490196
CHEMBL178236,CCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O,Full Agonist,541.522,6.37822,1,6,8.522878745
CHEMBL445921,CCCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O,Full Agonist,555.549,6.76832,1,6,8.698970004
CHEMBL181554,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OC(C)(C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,541.522,6.37822,1,6,8.22184875
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.638272164
CHEMBL179452,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCCC4)cc3Cl)cc2O1,Full Agonist,458.982,6.4039,1,4,6.15490196
CHEMBL178909,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCC5(CC4)CC5)cc3Cl)cc2O1,Full Agonist,485.02,6.794,1,4,6
CHEMBL360246,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,486.923,6.2876,1,5,6.619788758
CHEMBL112725,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,Full Agonist,500.95,6.6777,1,5,6.769551079
CHEMBL180912,O=C(O)C1CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Agonist,460.832,4.9072,1,5,5.522878745
CHEMBL182200,CC1(C)CCC(c2ccc(OCCCOc3ccc4c(c3)O[C@@](C)(C(=O)O)CC4)c(Cl)c2)CC1,Full Agonist,487.036,7.04,1,4,6
CHEMBL181219,COc1ccc2c(c1)c(Cc1cccc(C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,433.891,5.58922,1,4,6.552841969
CHEMBL181087,COc1ccc2c(c1)c(Cc1ccccc1OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,463.917,5.35442,1,5,6.718966633
CHEMBL178245,COc1ccc2c(c1)c(Cc1cccc(OCC(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,Full Agonist,463.917,5.35442,1,5,7.113509275
CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,Partial Agonist,242.702,3.0605,0,3,3.301029996
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Partial Agonist,360.837,4.68,0,4,3.522878745
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,361.825,3.5545,2,3,4.22184875
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.397940009
CHEMBL189547,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)cc1,Full Agonist,355.459,3.7646,1,4,6.236572006
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,Full Agonist,438.427,3.5381,2,5,6.096910013
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,Full Agonist,419.477,5.0416,1,5,6.244125144
CHEMBL86658,CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,Full Agonist,403.478,4.9057,1,4,6.769551079
CHEMBL189146,CC(C)O[C@@H](Cc1ccc(OCc2noc(-c3ccc(C(C)C)cc3)n2)cc1)C(=O)O,Full Agonist,424.497,4.8597,1,6,8.397940009
CHEMBL82602,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Agonist,463.555,5.79782,1,6,8.397940009
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,457.526,6.18052,1,5,6.055517328
CHEMBL186179,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,Full Agonist,516.55,5.36572,1,7,6.920818754
CHEMBL173159,CCCc1c(OCCCCOc2ccc(CC(C)(C)C(=O)O)cc2)ccc2c(-c3ccccc3)noc12,Full Agonist,501.623,7.3386,1,5,7.698970004
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Agonist,477.582,6.3034,1,6,8
CHEMBL410478,C/C(=C/C(=O)c1ccccc1)N[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,Full Agonist,510.59,5.64352,2,6,9.698970004
CHEMBL190517,CCCc1cc2c(oc(=O)n2C)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,425.525,5.3646,1,5,6.193820026
CHEMBL364378,CCCc1cc2c(oc(=O)n2CC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,439.552,5.8475,1,5,6.920818754
CHEMBL192636,CCCc1cc2c(oc(=O)n2CCC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,453.579,6.2376,1,5,6.920818754
CHEMBL193082,CCCc1cc2c(oc(=O)n2C(C)C)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,453.579,6.4085,1,5,6.853871964
CHEMBL364274,CCCc1cc2c(oc(=O)n2CC2CC2)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,465.59,6.2376,1,5,6.48148606
CHEMBL192521,CCCc1cc2c(oc(=O)n2CC(F)(F)F)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,493.522,6.3899,1,5,6.853871964
CHEMBL371778,CCCc1c(O[C@H](C(=O)O)c2ccc(C(C)C)cc2)c(Cl)cc2c1oc(=O)n2CC,Full Agonist,431.916,5.5484,1,5,6.443697499
CHEMBL427530,CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccccc1,Full Agonist,383.444,4.2412,1,5,6.408935393
CHEMBL191149,CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,425.525,5.3646,1,5,6.408935393
CHEMBL191556,CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,Full Agonist,453.579,6.4085,1,5,6.366531544
